propertyCode,address,province,municipality,district,country,neighborhood,latitude,longitude,distance,floor,price,propertyType,size,exterior,rooms,bathrooms,status,hasLift
95679327,barrio El Pilar,València,València,Ciutat Vella,es,El Pilar,39.4728263,-0.3814149,405,1,850,flat,72,False,1,2,good,1.0
95670950,Calle de l'Hospital,València,València,Ciutat Vella,es,Sant Francesc,39.4709267,-0.3838958,571,1,500,studio,44,True,0,1,good,1.0
83110818,barrio Nou Moles,València,València,L'Olivereta,es,Nou Moles,39.4711756,-0.39988759999999995,1944,8,650,penthouse,50,True,1,1,good,1.0
95665702,País Valenciá,València,Mislata,País Valenciá,es,,39.4806141,-0.42307469999999997,4073,1,550,flat,78,False,3,1,good,0.0
95653848,Calle de Conchita Piquer,València,València,Campanar,es,El Calvari,39.4886335,-0.3925507,2349,5,625,flat,72,True,3,1,good,1.0
95648810,Calle Brasil,València,València,L'Olivereta,es,Nou Moles,39.4713938,-0.3974003,1730,2,700,flat,71,False,4,1,good,0.0
95648365,Calle de Berni y Català,València,València,Rascanya,es,Torrefiel,39.4940135,-0.3770436,2545,2,850,flat,100,True,3,2,good,0.0
95616617,"Pechina, 66",València,València,L'Olivereta,es,Nou Moles,39.4737493,-0.4012513,2081,5,900,penthouse,100,True,3,2,good,1.0
95557795,Calle Salvador Giner,València,València,Ciutat Vella,es,El Carme,39.47971,-0.37947000000000003,973,3,1100,flat,90,True,3,2,good,1.0
95498873,Calle la Guardia Civil,València,València,Benimaclet,es,Benimaclet,39.4799933,-0.3550319,2145,3,750,flat,100,True,3,2,good,1.0
95437324,"Avenida de Francia, 55",València,València,Camins al Grau,es,Penya-Roja,39.4591591,-0.3453311,3044,5,799,flat,65,True,1,1,good,1.0
95431375,barrio La Llum,València,València,L'Olivereta,es,La Llum,39.4658933,-0.4118177,3024,1,750,flat,84,True,2,2,good,1.0
95428178,Calle de l'Hospital,València,València,Ciutat Vella,es,El Pilar,39.4708536,-0.38363739999999996,550,3,700,flat,55,True,2,2,good,1.0
37293507,"Calle del mar, 5",València,València,Ciutat Vella,es,La Seu,39.474241,-0.37490209999999996,400,2,1400,flat,90,True,2,2,good,1.0
95382420,"Calle Escultor José Capuz, 10",València,València,Quatre Carreres,es,Mont-Olivet,39.4615546,-0.362828,1631,5,1050,flat,100,True,2,2,good,1.0
86289934,Calle de Don Juan de Austria,València,València,Ciutat Vella,es,Sant Francesc,39.4698872,-0.3743401,284,2,750,flat,50,True,1,2,good,1.0
95214462,Calle del Triador,València,València,Ciutat Vella,es,El Pilar,39.4712244,-0.3812962,348,1,1050,flat,78,True,3,1,good,0.0
95200218,barrio En Corts,València,València,Quatre Carreres,es,En Corts,39.4543899,-0.3734567,1888,7,675,flat,87,False,3,1,good,1.0
39431179,barrio Mestalla,València,València,El Pla del Real,es,Mestalla,39.4714693,-0.3576025,1685,2,650,flat,57,True,1,1,good,1.0
95168852,Calle del Doctor Gil i Morte,València,València,Extramurs,es,Arrancapins,39.463062,-0.3807407,945,5,900,flat,95,True,3,1,good,1.0
94963074,barrio Vara de Quart,València,València,Patraix,es,Vara de Quart,39.4638871,-0.3966877,1853,4,750,flat,98,False,4,2,good,1.0
85139820,"Calle de las Monjas de Santa Catalina, Valencia s/n Valencia",València,València,Ciutat Vella,es,Sant Francesc,39.4709944,-0.3718312,464,4,899,flat,70,True,1,1,good,1.0
83755688,"Calle Rosario, 10",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.463574,-0.3317518,3993,5,999,duplex,85,True,2,2,good,1.0
94177536,"Calle de Esteban Ballester, 12",València,València,Poblats Marítims,es,Beteró,39.4728891,-0.3361358,3533,3,800,flat,84,True,4,1,good,1.0
95698509,OLIMPIA AROCENA TORRES,València,València,L'Olivereta,es,Nou Moles,39.4691026,-0.39489409999999997,1532,2,750,flat,92,True,2,1,good,0.0
95698476,Santa Genoveva Torres,València,València,Rascanya,es,Sant Llorenç,39.4903221,-0.36479429999999996,2386,9,1150,flat,100,True,3,2,good,1.0
91396256,Calle de Don Juan de Austria,València,València,Ciutat Vella,es,Sant Francesc,39.468397,-0.3748067,367,2,750,flat,50,True,1,1,good,0.0
95693940,Avenida MALVARROSA,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.479814,-0.3271196,4408,4,700,flat,78,True,2,1,good,1.0
88445939,Calle de la Reina,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4746294,-0.3297931,4090,1,850,flat,72,True,2,1,good,0.0
95630345,Calle Pintor Orrente,València,Benimàmet,,es,,39.5028285,-0.41422739999999997,4743,4,550,flat,70,True,3,1,good,0.0
34356677,Calle de fontanars dels alforins,València,València,Patraix,es,Patraix,39.4599526,-0.3901358,1663,5,790,flat,90,True,3,2,good,1.0
95544188,Calle columbretes,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4695651,-0.32853699999999997,4183,3,650,flat,82,True,2,1,good,0.0
95467058,Malvarrosa,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4817107,-0.3264584,4514,3,750,flat,59,True,1,1,good,1.0
83217236,"Calle Barraca, Valencia, 1",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4638141,-0.3300045,4134,1,850,flat,95,True,3,1,good,0.0
95225120,"Calle Eixarchs, 20",València,València,Ciutat Vella,es,El Mercat,39.4744658,-0.3809189,487,1,875,studio,30,False,0,1,good,1.0
95223952,"Calle Santa Genoveva Torres, 2",València,València,Rascanya,es,Sant Llorenç,39.4949131,-0.3617223,2961,9,1150,flat,100,True,3,2,good,1.0
91364521,"Calle d'En Llopis, 2",València,València,Ciutat Vella,es,La Seu,39.4780506,-0.37324959999999996,842,1,550,flat,45,True,1,1,good,1.0
95098355,"Mediterrani, 17",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4678202,-0.32960049999999996,4105,1,850,flat,66,False,2,2,good,0.0
95087455,barrio Campanar,València,València,Campanar,es,Campanar,39.4807885,-0.40125489999999997,2324,1,850,flat,100,True,3,1,good,0.0
83879204,"Calle Barraca, Valencia, 67",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.466302,-0.32967189999999996,4117,2,800,flat,70,True,2,1,good,0.0
94380167,"peris y valero, 90",València,València,Quatre Carreres,es,En Corts,39.4589012,-0.3703571,1481,2,850,flat,79,True,2,2,good,1.0
87768803,"Calle de San Rafael, 34",València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4786218,-0.32825309999999996,4286,2,670,flat,56,True,3,1,good,0.0
93258720,"Calle Mendizábal, 31",València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4836925,-0.32804829999999996,4446,1,800,flat,76,True,3,1,good,0.0
30858719,"Avenida de Pérez Galdós, 77",València,València,L'Olivereta,es,Nou Moles,39.468257,-0.3912988,1248,6,550,flat,50,False,1,1,good,1.0
88845136,"AV. DEL PUERTO, 231",València,València,Poblats Marítims,es,El Grau,39.4617306,-0.3378871,3535,1,750,flat,80,True,1,1,good,1.0
95753685,barrio Sant Pau,València,València,Campanar,es,Sant Pau,39.4890622,-0.4015648,2887,3,900,flat,84,True,2,2,good,1.0
95740872,ARQUITECTO ARNAU,València,València,Benimaclet,es,Benimaclet,39.4858595,-0.35761539999999997,2349,3,650,flat,75,True,2,1,good,1.0
34305287,Calle d'astúries,València,València,Camins al Grau,es,Camí Fondo,39.4622185,-0.35120219999999996,2444,2,600,flat,70,True,3,1,good,0.0
95653759,reina,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4745998,-0.3264686,4374,2,790,flat,65,True,3,1,good,0.0
95640253,Calle de Vicent Sancho Tello,València,València,El Pla del Real,es,Mestalla,39.471584,-0.3552304,1889,5,750,flat,75,True,2,1,good,1.0
95615771,Calle de Pedro Cabanes,València,València,Rascanya,es,Torrefiel,39.494165,-0.3754344,2566,2,600,flat,85,True,2,1,good,1.0
95613736,Calle de Matías Perelló,València,València,L'Eixample,es,Russafa,39.4632977,-0.3690889,1116,2,800,flat,80,False,2,1,good,1.0
95592803,Zona Aragón s/n,València,València,El Pla del Real,es,Mestalla,39.4709126,-0.3576437,1681,7,630,studio,40,True,0,1,good,1.0
89423896,Paseo ALAMEDA,València,València,Camins al Grau,es,Penya-Roja,39.4570755,-0.3419045,3411,3,775,flat,75,True,1,1,good,1.0
95538457,Calle de la Marina Baixa,València,València,Campanar,es,Sant Pau,39.4933765,-0.40577009999999997,3481,1,1200,flat,75,True,2,1,good,1.0
88838103,Calle de Tramoyeres,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4738939,-0.3293337,4123,5,650,flat,84,True,3,2,good,1.0
95518289,hospital,València,València,Ciutat Vella,es,Sant Francesc,39.4690945,-0.3848726,693,3,700,flat,60,True,2,2,good,1.0
95517827,"Calle Santa Genoveva Torres, 2",València,València,Rascanya,es,Sant Llorenç,39.4949131,-0.3617223,2961,9,1150,flat,100,True,3,2,good,1.0
90502608,Calle de Xulilla,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4661472,-0.3256767,4460,2,900,flat,80,True,2,1,good,0.0
95407958,Calle Antonio Ponz,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4820124,-0.3250849,4636,,700,flat,65,True,3,1,good,0.0
95343949,barrio El Mercat,València,València,Ciutat Vella,es,El Mercat,39.4732439,-0.37776139999999997,240,3,900,flat,80,True,3,1,good,1.0
95114770,Calle Antonio Ponz,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4820439,-0.3256706,4589,3,600,flat,75,True,3,1,good,0.0
95082959,Avenida del Port,València,València,El Pla del Real,es,Mestalla,39.465252,-0.3583348,1748,,575,flat,50,True,1,1,good,1.0
94918617,Avenida del Primado Reig,València,València,La Saïdia,es,Trinitat,39.4835938,-0.36328000000000005,1832,1,750,flat,82,True,4,1,good,1.0
94810445,Calle Don Juan de Austria,València,València,Ciutat Vella,es,Sant Francesc,39.4717189,-0.3715556,492,4,600,studio,42,True,0,1,good,1.0
94153848,Calle del Pintor Maella,València,València,Camins al Grau,es,La Creu del Grau,39.4640556,-0.3460785,2787,5,800,flat,85,True,2,2,good,1.0
35545532,barrio Sant Francesc,València,València,Ciutat Vella,es,Sant Francesc,39.4714839,-0.37664519999999996,64,5,875,penthouse,60,True,1,2,good,1.0
33851575,barrio Ciutat de les Arts i de les Ciencies,València,València,Quatre Carreres,es,Ciutat de les Arts i de les Ciencies,39.45685,-0.35957000000000006,2195,1,780,flat,60,True,1,1,good,1.0
95757387,Calle de Rodrigo de Pertegás,València,València,Camins al Grau,es,La Creu del Grau,39.4622971,-0.3444704,2978,2,650,flat,60,False,2,1,good,1.0
95756037,Avenida del Puerto,València,València,El Pla del Real,es,Mestalla,39.467452,-0.3579348,1706,5,575,flat,45,True,1,1,good,1.0
95750606,barrio Morvedre,València,València,La Saïdia,es,Morvedre,39.4823864,-0.3760478,1256,5,675,flat,83,True,3,1,good,1.0
94271065,barrio Russafa,València,València,L'Eixample,es,Russafa,39.458089,-0.3705482,1558,3,850,flat,62,True,2,1,good,1.0
95735124,barrio Torrefiel,València,València,Rascanya,es,Torrefiel,39.4972695,-0.3712601,2952,2,600,flat,85,True,2,1,good,1.0
95728924,barrio Malilla,València,València,Quatre Carreres,es,Malilla,39.4547386,-0.3761315,1824,2,950,flat,95,True,2,2,good,1.0
95717896,barrio Russafa,València,València,L'Eixample,es,Russafa,39.4627215,-0.3675636,1249,2,800,flat,80,True,2,1,good,1.0
95702179,barrio La Petxina,València,València,Extramurs,es,La Petxina,39.4731697,-0.38731889999999997,894,3,720,flat,80,True,3,1,good,1.0
95693949,"Calle de Higinio Noja, 25",València,València,Camins al Grau,es,La Creu del Grau,39.461874,-0.3460741,2865,2,650,flat,62,False,2,1,good,0.0
95661203,barrio Exposició,València,València,El Pla del Real,es,Exposició,39.4756016,-0.364695,1186,5,900,flat,60,True,1,1,good,1.0
95660905,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4741907,-0.33029339999999996,4043,,650,flat,50,True,1,1,good,0.0
95659615,barrio Penya-Roja,València,València,Camins al Grau,es,Penya-Roja,39.4569712,-0.342318,3385,3,750,flat,80,True,1,1,good,1.0
95583614,barrio Safranar,València,València,Patraix,es,Safranar,39.455119,-0.3980497,2521,2,650,flat,59,True,1,1,good,1.0
95600674,barrio En Corts,València,València,Quatre Carreres,es,En Corts,39.4595065,-0.370753,1406,2,1000,penthouse,60,True,1,2,good,0.0
95600669,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4639674,-0.3279337,4306,bj,800,flat,40,True,1,1,good,0.0
95600524,barrio Sant Pau,València,València,Campanar,es,Sant Pau,39.4917711,-0.40172209999999997,3112,2,1050,flat,100,True,3,2,good,0.0
95600405,barrio Fonteta de Sant Lluìs,València,València,Quatre Carreres,es,Fonteta de Sant Lluìs,39.4471374,-0.36883669999999996,2762,7,870,flat,100,True,4,1,good,1.0
95599826,barrio Benimaclet,València,València,Benimaclet,es,Benimaclet,39.4873713,-0.35936579999999996,2369,1,700,flat,70,True,2,1,good,0.0
95597797,barrio Malilla,València,València,Quatre Carreres,es,Malilla,39.4503477,-0.3781099,2311,,900,flat,70,True,2,1,good,1.0
95564979,barrio Playa de la Malvarrosa,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4737133,-0.32466839999999997,4521,2,750,flat,65,True,1,1,good,0.0
95564773,barrio Penya-Roja,València,València,Camins al Grau,es,Penya-Roja,39.4576902,-0.34854419999999997,2880,11,1300,flat,50,True,1,1,good,0.0
95542276,barrio Sant Antoni,València,València,La Saïdia,es,Sant Antoni,39.4880272,-0.3726683,1920,,800,flat,96,True,2,1,good,1.0
95527710,barrio Mont-Olivet,València,València,Quatre Carreres,es,Mont-Olivet,39.4597268,-0.3658746,1599,5,695,flat,75,True,2,1,good,1.0
95514579,barrio Sant Antoni,València,València,La Saïdia,es,Sant Antoni,39.4883594,-0.3724496,1960,2,650,flat,95,True,3,1,good,1.0
95511446,Musico peydro,València,València,Ciutat Vella,es,El Mercat,39.4707899,-0.3781807,89,1,650,studio,55,False,0,1,good,0.0
95054431,barrio Beteró,València,València,Poblats Marítims,es,Beteró,39.47031,-0.33630099999999996,3514,2,750,flat,85,True,3,2,good,0.0
83826654,barrio Sant Francesc,València,València,Ciutat Vella,es,Sant Francesc,39.4680053,-0.3774628,347,8,2500,penthouse,90,True,2,1,good,1.0
90996686,barrio Sant Francesc,València,València,Ciutat Vella,es,Sant Francesc,39.4698464,-0.3746274,265,8,2500,penthouse,92,True,2,1,good,1.0
95756034,LUIS OLIAG,València,València,Quatre Carreres,es,Mont-Olivet,39.4625684,-0.3637222,1500,3,650,flat,78,True,1,1,good,1.0
95756451,blanquearías,València,València,Ciutat Vella,es,El Carme,39.4813611,-0.3788506,1146,1,1100,flat,98,True,3,1,good,0.0
95749780,barrio Morvedre,València,València,La Saïdia,es,Morvedre,39.4857864,-0.3776478,1630,5,675,flat,80,True,3,1,good,1.0
95730251,Calle Bisbe Albalat,València,València,Rascanya,es,Torrefiel,39.4945186,-0.3712579,2651,bj,570,flat,75,True,3,1,good,0.0
92394097,Gran Vía del Marqués del Turia,València,València,L'Eixample,es,Gran Vía,39.4668604,-0.3742737,537,1,800,flat,75,True,1,1,good,1.0
95720462,barrio Trinitat,València,València,La Saïdia,es,Trinitat,39.4809356,-0.3705563,1232,4,650,flat,80,True,3,1,good,1.0
95065195,Calle de l'Arxiduc Carles,València,València,Patraix,es,Patraix,39.4629843,-0.3950413,1776,2,675,flat,70,False,2,1,good,1.0
95556996,barrio Sant Francesc,València,València,Ciutat Vella,es,Sant Francesc,39.4667783,-0.3750109,519,1,650,flat,40,True,1,1,good,0.0
95541130,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4713998,-0.3284686,4186,2,790,flat,67,True,3,1,good,0.0
95499377,Los Juzgados,València,Mislata,Los Juzgados,es,,39.4689377,-0.4173175,3448,3,650,flat,75,False,2,1,good,1.0
789418,barrio Sant Llorenç,València,València,Rascanya,es,Sant Llorenç,39.4958001,-0.3616759,3051,7,850,flat,100,True,3,2,good,1.0
95277861,barrio El Pla del Remei,València,València,L'Eixample,es,El Pla del Remei,39.4676476,-0.37169179999999996,613,1,800,flat,65,True,1,1,good,1.0
95258788,Avenida arocena torres s/n,València,València,L'Olivereta,es,Nou Moles,39.470474,-0.3964561,1651,2,750,flat,92,True,2,1,good,1.0
84147943,"Barraca, 266",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4730114,-0.3283585,4200,1,875,chalet,80,False,2,1,good,
85469593,Calle Acequia Cadena,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4755516,-0.32503719999999997,4507,1,750,flat,72,True,1,1,good,1.0
26898170,"Calle Almas, 5",València,València,Ciutat Vella,es,Sant Francesc,39.469294,-0.3784288,227,1,900,flat,98,True,2,1,good,1.0
92221641,Calle Reverendo José Pinazo,València,València,Benimaclet,es,Benimaclet,39.4866454,-0.3623319,2148,5,750,flat,80,True,3,1,good,1.0
37593815,Avenida Mare Nostrum,València,Alboraya,La Patacona,es,,39.4885735,-0.3263693,4777,1,1200,flat,62,True,1,1,good,1.0
84053387,barrio La Petxina,València,València,Extramurs,es,La Petxina,39.474379,-0.3941749,1498,3,750,flat,70,True,2,1,good,1.0
95590327,barrio Malilla,València,València,Quatre Carreres,es,Malilla,39.4504044,-0.380957,2325,6,850,flat,70,False,2,1,good,1.0
95589987,Calle de la Reina,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4710366,-0.3294263,4103,2,790,flat,67,True,3,1,good,0.0
86441796,GUILLEM DE CASTRO,València,Burjassot,El Castell,es,,39.5056391,-0.4110134,4809,4,475,flat,60,True,3,1,good,0.0
95450799,Cardenal Benlloch,València,Mislata,Cardenal Benlloch,es,,39.4718557,-0.42215969999999997,3856,4,600,flat,97,False,3,2,good,1.0
95304264,cardenall benlloch,València,València,El Pla del Real,es,Mestalla,39.4716422,-0.3544901,1953,6,850,flat,75,True,1,1,good,1.0
95289740,Olimpia Arozena Torres,València,València,L'Olivereta,es,Nou Moles,39.4709494,-0.3936147,1405,2,750,flat,92,True,2,1,good,0.0
91587605,"Calle de la Visitación, 3",València,València,La Saïdia,es,Morvedre,39.4832167,-0.37731509999999996,1344,bj,875,studio,50,False,0,2,good,1.0
95225073,"Calle Eixarchs, 20",València,València,Ciutat Vella,es,El Mercat,39.4744658,-0.3809189,487,3,1100,flat,40,True,1,1,good,1.0
95166323,barrio Mont-Olivet,València,València,Quatre Carreres,es,Mont-Olivet,39.4594988,-0.36414369999999996,1712,4,1050,flat,100,True,12,2,good,0.0
90884155,"Obispos San Jerónimo, 5",València,València,Ciutat Vella,es,El Carme,39.4769878,-0.37765289999999996,653,bj,700,flat,50,True,1,1,good,1.0
39088244,barrio Benicalap,València,València,Benicalap,es,Benicalap,39.4913565,-0.3927041,2612,4,550,flat,92,True,1,1,good,1.0
94937768,barrio L'Hort de Senabre,València,València,Jesús,es,L'Hort de Senabre,39.4529975,-0.38914499999999996,2259,2,725,flat,95,True,3,2,good,1.0
94843297,barrio Malilla,València,València,Quatre Carreres,es,Malilla,39.4464507,-0.3779218,2743,3,665,flat,95,True,4,2,good,1.0
94535685,Calle de Sueca,València,València,L'Eixample,es,Russafa,39.4587884,-0.3744285,1392,1,1000,flat,90,True,3,1,good,1.0
93738244,"Calle El Santo Caliz, 1",València,València,Ciutat Vella,es,La Seu,39.4757267,-0.37562049999999997,530,1,890,flat,60,True,1,1,good,0.0
92893033,Calle de Mossèn Femades,València,València,Ciutat Vella,es,Sant Francesc,39.4698076,-0.3762387,169,3,1000,studio,58,True,0,1,good,1.0
92097360,"Calle Doctor Lluch, 199",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4708205,-0.3279604,4229,1,800,flat,60,True,1,1,good,1.0
91774613,"C/Salvador, 7",València,València,Ciutat Vella,es,La Seu,39.477198,-0.37404719999999997,728,1,1050,flat,78,True,2,2,good,1.0
91693198,"Avenida de Peris i Valero, 99",València,València,L'Eixample,es,Russafa,39.4591895,-0.3707839,1437,2,1550,flat,96,True,3,2,good,1.0
91278658,"Avenida Tres Forques, 8",València,València,Patraix,es,Patraix,39.4643827,-0.3893412,1281,6,1000,flat,85,True,3,1,good,1.0
95674539,Calle Buen Orden,València,València,Extramurs,es,Arrancapins,39.4696917,-0.3887728,1002,9,750,penthouse,45,True,1,1,good,1.0
95641955,Olimpia Arozena Torres,València,València,L'Olivereta,es,Nou Moles,39.4707007,-0.3938897,1430,2,750,flat,92,True,2,1,good,0.0
95634723,Calle Islas Canarias,València,València,Camins al Grau,es,La Creu del Grau,39.4596106,-0.3397463,3463,2,680,flat,85,True,3,1,good,1.0
37635062,Gran Via del Marqués del Túria,València,València,L'Eixample,es,Gran Vía,39.463616,-0.3713955,973,1,800,flat,70,True,1,1,good,1.0
95601964,Calle del Padre Esteban Pernet,València,València,L'Olivereta,es,La Llum,39.4660352,-0.412589,3086,2,695,flat,85,True,2,2,good,1.0
95572587,Pintor Maella,València,València,Camins al Grau,es,Penya-Roja,39.4598544,-0.34885649999999996,2739,6,850,flat,82,True,3,1,good,1.0
95556839,padre esteban pernet,València,València,L'Olivereta,es,La Llum,39.4672352,-0.413889,3175,3,695,flat,85,True,2,2,good,1.0
95514598,Avenida de la Malvarrosa,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4789445,-0.32945989999999997,4191,2,750,flat,65,True,1,1,good,1.0
95512047,Av.Cortes Valencianas,València,València,Campanar,es,Sant Pau,39.489127,-0.3997691,2783,19,1290,penthouse,80,True,2,2,good,1.0
91223569,"Calle de la Reina, Cabanyal",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4698981,-0.3283587,4197,2,790,flat,70,True,3,1,good,0.0
95468210,Calle doctor lluch,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4672437,-0.3299467,4081,2,1600,flat,60,True,2,1,good,0.0
95468159,Calle Doctor Lluch,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4701437,-0.3271467,4300,1,1700,flat,75,True,2,1,good,0.0
95316492,Calle Rector Zaragoza,València,València,Benimaclet,es,Benimaclet,39.4885472,-0.3586482,2509,2,780,flat,70,True,1,1,good,1.0
95193755,Calle de la Serrania,València,València,Campanar,es,Sant Pau,39.4917143,-0.4019505,3120,7,750,flat,73,True,1,1,good,1.0
90114798,Calle dels Jofrens,València,València,Ciutat Vella,es,El Mercat,39.4715068,-0.37596809999999997,116,5,1200,studio,43,False,0,1,good,0.0
95097256,Calle de Baix,València,València,Ciutat Vella,es,El Carme,39.4769789,-0.3785666,661,1,650,flat,73,True,1,1,good,1.0
94926442,barrio Benimaclet,València,València,Benimaclet,es,Benimaclet,39.4829624,-0.3626848,1814,1,800,flat,90,False,3,1,good,1.0
89258673,Calle del Doctor Lluch,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4720205,-0.3269604,4316,2,935,flat,70,False,1,1,good,1.0
89630218,Calle del Doctor Lluch,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4716205,-0.3295604,4092,2,900,flat,70,False,1,1,good,1.0
86224343,"Calle Balmes, 21",València,València,Ciutat Vella,es,El Pilar,39.4734492,-0.3820433,486,4,950,penthouse,64,True,1,1,good,1.0
91135911,Calle del Periodista Gil Sumbiela,València,València,Benicalap,es,Benicalap,39.4929189,-0.389891,2655,4,800,flat,80,True,3,1,good,1.0
95659724,barrio El Pilar,València,València,Ciutat Vella,es,El Pilar,39.4695536,-0.3812374,385,3,700,flat,55,True,2,2,good,1.0
95655093,Calle del Mar,València,València,Ciutat Vella,es,La Xerea,39.4735215,-0.36939259999999996,724,6,650,flat,35,True,1,1,good,1.0
95605631,Plaza Clara Campoamor,València,Burjassot,El Castell,es,,39.5029235,-0.4057132,4298,1,625,flat,77,True,2,1,good,1.0
95581022,Benimàmet,València,Benimàmet,,es,,39.5024285,-0.41672739999999997,4857,4,550,flat,70,False,3,1,good,0.0
95581011,Calle de Vicent Sancho Tello,València,València,El Pla del Real,es,Mestalla,39.4683847,-0.3546098,1965,4,750,flat,87,False,2,1,good,1.0
95567636,"Calle Creu Roja, 1",València,València,Patraix,es,Vara de Quart,39.4606215,-0.41242599999999996,3238,bj,750,duplex,100,True,0,2,good,1.0
88814052,juan verdeguer s/n,València,València,Poblats Marítims,es,El Grau,39.4587831,-0.33616809999999997,3782,1,660,flat,60,True,2,1,good,0.0
95553657,barrio Trinitat,València,València,La Saïdia,es,Trinitat,39.4867167,-0.362558,2143,2,680,studio,55,False,0,1,good,1.0
38166412,Avenida del Cid,València,València,L'Olivereta,es,Nou Moles,39.4705832,-0.402315,2153,1,525,flat,45,False,1,1,good,1.0
95511345,Calle de na Jordana,València,València,Ciutat Vella,es,El Carme,39.478081,-0.3791361,790,bj,1200,flat,82,False,2,2,good,0.0
95475115,Calle Escultor José Capuz,València,València,Quatre Carreres,es,Mont-Olivet,39.4592476,-0.3612397,1905,4,1050,flat,100,True,2,2,good,1.0
95469966,Calle del Historiador Sanchis Sivera,València,València,Extramurs,es,Arrancapins,39.4674201,-0.3872239,950,8,750,flat,65,False,2,1,good,1.0
95450746,Olimpia Arozena Torres,València,València,L'Olivereta,es,Nou Moles,39.4719494,-0.39531469999999996,1554,2,750,flat,97,True,2,1,good,0.0
95343951,olimpia arozena torres,València,València,L'Olivereta,es,Nou Moles,39.4689338,-0.393897,1450,2,750,flat,92,False,2,1,good,0.0
95337064,Calle del Rincón de Ademuz,València,València,L'Olivereta,es,Nou Moles,39.4738538,-0.40265259999999997,2202,1,615,flat,80,False,2,1,good,1.0
95289384,"Calle Creu Roja, 1",València,València,Patraix,es,Vara de Quart,39.4606215,-0.41242599999999996,3238,1,750,duplex,88,True,1,1,good,1.0
95166048,Calle Carrícola,València,València,Jesús,es,La Creu Coberta,39.4514742,-0.38575689999999996,2303,2,650,flat,70,True,2,1,good,1.0
95016720,Calle Santander,València,València,Jesús,es,L'Hort de Senabre,39.4526845,-0.3912112,2375,bj,650,flat,92,True,2,1,good,1.0
94919729,Calle Santa Genoveva Torres,València,València,Rascanya,es,Sant Llorenç,39.4952526,-0.3640405,2912,3,750,flat,80,True,2,2,good,1.0
94442430,Calle de Josep Benlliure,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4639038,-0.3294053,4183,5,700,flat,90,True,3,2,good,1.0
92694137,Calle del Almirante Cadarso,València,València,L'Eixample,es,Gran Vía,39.4639187,-0.3658636,1262,1,850,flat,80,True,2,1,good,1.0
92088811,Mare Nostrum,València,Alboraya,La Patacona,es,,39.4886623,-0.32752349999999997,4691,1,1190,flat,72,True,1,1,good,1.0
86499441,Calle de Salvà,València,València,Ciutat Vella,es,La Xerea,39.4710866,-0.37314759999999997,351,,1150,flat,70,False,2,1,good,
86189856,Calle de l'Impressor Lambert Palmart,València,València,Algirós,es,Ciutat Jardí,39.4721524,-0.3453985,2735,5,1100,flat,100,True,4,2,good,1.0
95752159,"Calle Pepita, Morvedre, Saidia",València,València,La Saïdia,es,Morvedre,39.4870239,-0.3755475,1773,5,675,flat,80,True,3,1,good,1.0
95736688,Calle San Juan Bosco,València,València,Rascanya,es,Els Orriols,39.496338,-0.3707299,2858,1,600,flat,55,False,3,1,good,0.0
95698594,"Calle Pare Rico, 16",València,València,Extramurs,es,La Petxina,39.4715975,-0.3889014,1002,3,720,flat,80,True,3,1,good,1.0
95622461,"Calle De OLIMPIA AROCENA TORRES, 2",València,València,L'Olivereta,es,Nou Moles,39.4699727,-0.39278359999999995,1340,2,750,flat,92,True,2,1,good,0.0
